xtf_id,UID,Nummer,Abkuerzung,Name_oeV,Name_HR,Gueltigkeit_BeginnGueltigkeit,Gueltigkeit_EndeGueltigkeit,Gueltigkeit_BearbeitungsDatum,Gueltigkeit_Stand
ch14uvag00107807,,2675,,Viaggi Tino di Tino Antonio & C. s.a.s,Viaggi Tino di Tino Antonio & C. s.a.s,18000101,,20220331,20220508
ch14uvag00000835,,2885,SRSEU,Sperry Rail,Sperry Rail,18000101,,20220331,20220508
ch14uvag00248958,,20152,#GIEZENROTH,Giezendanner Transport AG,Giezendanner Transport AG,18000101,,20220331,20220508
ch14uvag00224161,,2751,,Bus Company S.r.l.,Bus Company S.r.l.,18000101,,20220331,20220508
ch14uvag00000988,,2873,WVZ,waggon24 GmbH,waggon24 GmbH,18000101,,20220331,20220508
ch14uvag00000984,CHE?105.929.949,183,AVA,Aargau Verkehr AG (AVA),Aargau Verkehr AG (AVA),18000101,,20220331,20220508
ch14uvag00000361,CHE-110.604.217,1136,BDGAG,Bergbahnen Destination Gstaad AG,Bergbahnen Destination Gstaad AG,20040401,,20220331,20220508
ch14uvag00165715,,2693,,Europabusch d.o.o.,Europabusch d.o.o.,18000101,,20220331,20220508
ch14uvag00000983,CHE-113.936.271,2823,WRSCH,WRS Widmer Rail Services AG,WRS Widmer Rail Services AG,20071120,,20220331,20220508
ch14uvag00001318,,2616,,Sead Turs KOM,Sead Turs KOM,18000101,,20220331,20220508
ch14uvag00000867,CHE-104.797.823,637,SZR,Schifffahrtsgesellschaft Züri Rhy AG,Schifffahrtsgesellschaft Züri Rhy AG,19980817,,20220331,20220508
ch14uvag00000920,,348,TUB,Transports urbains Bruntrutains,Municipalité de Porrentruy,18000101,,20220331,20220508
ch14uvag00165705,,3037,ORME,On Rail Gesellschaft für Eisenbahnausrüstung und Zubehör mbH,On Rail Gesellschaft für Eisenbahnausrüstung und Zubehör mbH,18000101,,20220331,20220508
ch14uvag00000997,CHE-105.956.047,185,ZVB,Zugerland Verkehrsbetriebe AG,Zugerland Verkehrsbetriebe AG,19120229,,20220331,20220508
ch14uvag00000350,CHE-115.050.763,757,BBO,Busbetrieb Oberricken,Gemeinde Eschenbach (SG),18000101,,20220331,20220508
ch14uvag00166336,CHE-474.122.460,2721,,GVA Transfers.com Sàrl,GVA Transfers.com Sàrl,18000101,,20220331,20220508
ch14uvag00001098,,2344,,Intermezzo Reisen GmbH,Intermezzo Reisen GmbH,18000101,,20220331,20220508
ch14uvag00000461,,2940,DZLMV,DHL FoodLogistics GmbH,DHL FoodLogistics GmbH,18000101,,20220331,20220508
ch14uvag00248959,,20553,#LEER,Schweizerische Schälmühle Zwicky E. AG,Schweizerische Schälmühle Zwicky E. AG,18000101,,20220331,20220508
ch14uvag00224027,CHE-115.989.976,1347,ZHLV,Liegenschaften Stadt Zürich,Liegenschaften Stadt Zürich,18000101,,20220331,20220508
ch14uvag00248960,,20584,#LEER,Schmid AG,Schmid AG,18000101,,20220331,20220508
ch14uvag00001189,,2477,,Ditta Cuffaro Giuseppe,Ditta Cuffaro Giuseppe,18000101,,20220331,20220508
ch14uvag00248961,,20655,#LEER,Lagerhäuser Aarau,Lagerhäuser Aarau,18000101,,20220331,20220508
ch14uvag00248962,,9792,,leer 9792,leer 9792,18000101,,20220331,20220508
ch14uvag00248963,,20458,#LEER,Erschliessungsgesellschaft Rütti - Im Oberen Bord,Erschliessungsgesellschaft Rütti - Im Oberen Bord,18000101,,20220331,20220508
ch14uvag00000927,CHE-104.723.718,1205,TVL,TELES-VICHERES-LIDDES SA,TELES-VICHERES-LIDDES SA,18000101,,20220331,20220508
ch14uvag00001256,,2551,,D.o.o. Nikolic Prevoz,D.o.o. Nikolic Prevoz,18000101,,20220331,20220508
ch14uvag00000456,CHE-100.985.107,2801,DLM,Dampflokomotiv- und Maschinenfabrik DLM AG ,Dampflokomotiv- und Maschinenfabrik DLM AG ,20000829,,20220331,20220508
ch14uvag00000518,CHE-105.948.875,1118,FSCR,Funivia San Carlo - Robiei,Officine idroelettriche della Maggia SA,18000101,,20220331,20220508
ch14uvag00001072,CHE-105.813.229,2266,,Drusberg-Reisen Jos. Schelbert,Drusberg-Reisen Jos. Schelbert,18000101,,20220331,20220508
ch14uvag00000887,,2866,TI,TRENITALIA S.p.A.,TRENITALIA S.p.A.,18000101,,20220331,20220508
ch14uvag00001288,,2584,,N.T.T.SH. Cali"",N.T.T.SH. Cali"",18000101,,20220331,20220508
ch14uvag00001135,,2420,,SC DO-RA Travel Srl,SC DO-RA Travel Srl,18000101,,20220331,20220508
ch14uvag00000834,CHE-106.893.969,1134,SRR,Seilbahn Rickenbach - Rotenfluh,Rotenfluebahn Mythenregion AG ,19560519,,20220331,20220508
ch14uvag00001230,CHE-110.089.775,2523,,Amadeus Tours AG,Amadeus Tours AG,18000101,,20220331,20220508
ch14uvag00166347,,2709,,Simon Voyages d.o.o.,Simon Voyages d.o.o.,18000101,,20220331,20220508
ch14uvag00000688,CHE-102.222.960,619,NLJ,Compagnie de navigation sur le Lac de Joux société coopérative,Compagnie de navigation sur le Lac de Joux société coopérative,19770427,,20220331,20220508
ch14uvag00248964,DE281432270,3122,HRS,Hamburger Rail Service GmbH & Co. KG,Hamburger Rail Service GmbH & Co. KG,18000101,,20220331,20220508
ch14uvag00248965,,20376,#LEER,"LANDI Buchsi, Genossenschaft","LANDI Buchsi, Genossenschaft",18000101,,20220331,20220508
ch14uvag00000783,CHE-416.758.085,544,SBW,Stadtbus Winterthur,Stadt Winterthur,18000101,,20220331,20220508
ch14uvag00000527,,2847,GATXA,GATX Rail Austria GmbH,GATX Rail Austria GmbH,18000101,,20220331,20220508
ch14uvag00000723,CHE-105.593.128,1305,PRH,PRO REGIO HUTTWIL Verkehrsverein ,PRO REGIO HUTTWIL Verkehrsverein ,20070328,,20220331,20220508
ch14uvag00248966,,20107,#SWPROPY,Swiss Property I AG,Swiss Property I AG,18000101,,20220331,20220508
ch14uvag00000657,CHE-105.828.432,586,LUFAG,Luftseilbahn Unterterzen-Flumserberg AG,Luftseilbahn Unterterzen-Flumserberg AG,18000101,,20220331,20220508
ch14uvag00000659,CHE-105.966.229,1216,LWE,Luftseilbahn Wasserauen-Ebenalp AG,Luftseilbahn Wasserauen-Ebenalp AG,18000101,,20220331,20220508
ch14uvag00000931,CHE-110.176.380,2906,TXLCH,TX Logistik GmbH,TX Logistik GmbH,18000101,,20220331,20220508
ch14uvag00248967,,20283,#TANNERO,Tanner Oel AG,Tanner Oel AG,18000101,,20220331,20220508
ch14uvag00001112,CHE-112.621.244,2383,,"Tomi Reisen, Miodragovic","Tomi Reisen, Miodragovic",18000101,,20220331,20220508
ch14uvag00000614,CHE-106.888.164,1284,LGIA,Luftseilbahngenossenschaft Intschi-Arnisee,Luftseilbahngenossenschaft Intschi-Arnisee,19460126,,20220331,20220508
ch14uvag00000471,CHE-105.834.504,2064,EL-CH,Eggmann-Frey AG,Eggmann-Frey AG,18000101,,20220331,20220508
ch14uvag00165713,CHE-102.819.419,3036,WALO,WALO International AG,WALO International AG,18000101,,20220331,20220508
ch14uvag00224178,CHE-105.603.784,1350,ARAGB,ARAG Bau AG,ARAG Bau AG,20000719,,20220331,20220508
ch14uvag00248968,,20350,#SWISQUAPA,Swiss Quality Paper AG,Swiss Quality Paper AG,18000101,,20220331,20220508
ch14uvag00248969,,20252,#PETROSTOCK,Petrostock SA,Petrostock SA,18000101,,20220331,20220508
ch14uvag00000876,CHE-105.758.895,1033,TCP,Portes du Soleil Suisse SA,Portes du Soleil Suisse SA,19670103,,20220331,20220508
ch14uvag00107867,CHE-105.971.408,3016,KEN,Kentaur AG,Kentaur AG,19180326,,20220331,20220508
ch14uvag00000896,CHE-105.865.284,1193,TMN,Télé Mont-Noble,Télé Mont-Noble SA,18000101,,20220331,20220508
ch14uvag00001283,,2579,,Filipentur - Agência de Viagens e Turismo Lda,Filipentur - Agência de Viagens e Turismo Lda,18000101,,20220331,20220508
ch14uvag00001080,,2296,,Alessi Tour di Alessi Pietro & Notaro Francesco,Alessi Tour di Alessi Pietro & Notaro Francesco,18000101,,20220331,20220508
ch14uvag00000607,CHE-105.794.796,1053,LESt,Stockhornbahn AG ,Stockhornbahn AG ,19720714,,20220331,20220508
ch14uvag00107857,,2673,,C6 (vormals: SNCF C6),C6 (vormals: SNCF C6),18000101,,20220331,20220508
ch14uvag00000851,CHE-108.078.489,472,StoB,Stoosbahnen AG,Stoosbahnen AG,19320315,,20220331,20220508
ch14uvag00221608,CHE-439.047.902,2734,,De Luxe Tours GmbH,De Luxe Tours GmbH,18000101,,20220331,20220508
ch14uvag00248970,,20400,#LEER,Pfefferlé & Cie SA,Pfefferlé & Cie SA,18000101,,20220331,20220508
ch14uvag00248971,,2790,,Hermes Travel Company S.r.l.,Hermes Travel Company S.r.l.,18000101,,20220331,20220508
ch14uvag00107847,,2911,Hann,Hannibal SpA,Hannibal SpA,18000101,,20220331,20220508
ch14uvag00001148,,2433,,Omnibusgesellschaft J.Hartmann GmbH,Omnibusgesellschaft J.Hartmann GmbH,18000101,,20220331,20220508
ch14uvag00001235,,2528,,Deni Turs d.o.o.,Deni Turs d.o.o.,18000101,,20220331,20220508
ch14uvag00248972,,6008,,SNVA Europe Autocars Isère Savoie Gelon,SNVA Europe Autocars Isère Savoie Gelon,18000101,,20220331,20220508
ch14uvag00001058,,2217,,Europ'Tours,Europ'Tours,18000101,,20220331,20220508
ch14uvag00248973,,20677,#LEER,JT International AG,JT International AG,18000101,,20220331,20220508
ch14uvag00248974,,6001,,DIBIASIBUS KG DI DIBIASI EL MAR&CO.SAS,DIBIASIBUS KG DI DIBIASI EL MAR&CO.SAS,18000101,,20220331,20220508
ch14uvag00000391,CHE-107.283.779,334,BOS,BUS Ostschweiz AG,BUS Ostschweiz AG,18000101,,20220331,20220508
ch14uvag00001284,,2580,,Agência de Viagens e Turismo Sr. do Calvário Lda,Agência de Viagens e Turismo Sr. do Calvário Lda,18000101,,20220331,20220508
ch14uvag00001182,,2470,,Mostarko spol.s.r.so.,Mostarko spol.s.r.so.,18000101,,20220331,20220508
ch14uvag00220845,,3083,INGDE,Ing. de Aloe Costruzioni S.r.l.,Ing. de Aloe Costruzioni S.r.l.,18000101,,20220331,20220508
ch14uvag00248975,,2795,,Autocars Pays de Savoie A.P.S.,Autocars Pays de Savoie A.P.S.,18000101,,20220331,20220508
ch14uvag00001307,,2603,,Sameiro Travel - Viagens e Turismo SA,Sameiro Travel - Viagens e Turismo SA,18000101,,20220331,20220508
ch14uvag00000778,,2854,RCM,RCM Rail Care and Management GmbH,RCM Rail Care and Management GmbH,18000101,,20220331,20220508
ch14uvag00001076,,2273,,Evropa Tours Cazin d.o.o.,Evropa Tours Cazin d.o.o.,18000101,,20220331,20220508
ch14uvag00000470,,2188,EL-AT,Blaguss Resien GesmbH,Blaguss Resien GesmbH,18000101,,20220331,20220508
ch14uvag00107791,,98,FNM,FNM spa,FNM spa,18000101,,20220331,20220508
ch14uvag00165726,,3042,VTGRT,Retrack Germany GmbH,Retrack Germany GmbH,18000101,,20220331,20220508
ch14uvag00248976,CHE-112.894.718,3124,TEC,TecSol Switzerland AG,TecSol Switzerland AG,18000101,,20220331,20220508
ch14uvag00000338,CHE-110.512.992,1041,BA,Bergbahnen Adelboden AG,Bergbahnen Adelboden AG,20040203,,20220331,20220508
ch14uvag00000848,CHE-105.741.736,475,SthB,Stanserhorn-Bahn-Aktiengesellschaft,Stanserhorn-Bahn-Aktiengesellschaft,18000101,,20220331,20220508
ch14uvag00248977,,20564,#LEER,Kieswerk Untervaz AG,Kieswerk Untervaz AG,18000101,,20220331,20220508
ch14uvag00000515,CHE-105.799.374,2897,FAG,Frutiger AG,Frutiger AG,19540701,,20220331,20220508
ch14uvag00000705,CHE-115.061.850,1903,OUW,Bürgerbus Oeschenbach-Ursenbach-Walterswil,Einwohnergemeinde Walterswil (BE),18000101,,20220331,20220508
ch14uvag00000761,IT-01276500210,9300,SAD,SAD Nahverkehr AG,SAD Nahverkehr AG,18000101,,20220331,20220508
ch14uvag00107856,,3009,DBFW,DB Fahrwegdienste GmbH,DB Fahrwegdienste GmbH,18000101,,20220331,20220508
ch14uvag00001025,,2125,,CA. MER. Viaggi s.n.c.,CA. MER. Viaggi s.n.c.,18000101,,20220331,20220508
ch14uvag00000520,CHE-103.303.561,639,FTB,Fritz Trudel Bootswerft AG,Fritz Trudel Bootswerft AG,19870615,,20220331,20220508
ch14uvag00001263,,2559,,"Côabus - Transportes, Unipessoal Lda","Côabus - Transportes, Unipessoal Lda",18000101,,20220331,20220508
ch14uvag00248978,,20050,#TATAEGE,Tanklager Tägerschen AG,Tanklager Tägerschen AG,18000101,,20220331,20220508
ch14uvag00248979,,20173,#GZMLYSS,GZM Extraktionswerk,GZM Extraktionswerk,18000101,,20220331,20220508
ch14uvag00000788,,1156,SCT,Sesselbahn Chrüz - Twärchamm,Einfache Gesellschaft Crappa,18000101,,20220331,20220508
ch14uvag00000813,CHE-382.221.000,1268,SK,Sportbahnen Kerenzerberg GmbH,Sportbahnen Kerenzerberg GmbH,20110610,,20220331,20220508
ch14uvag00248980,,20560,#LEER,Univar AG,Univar AG,18000101,,20220331,20220508
ch14uvag00107777,CHE-110.129.104,2618,,Stern Transport GmbH,Stern Transport GmbH,18000101,,20220331,20220508
ch14uvag00001126,CHE-107.623.527,2409,,Vito Reisen + Transporte AG,Vito Reisen + Transporte AG,19970926,,20220331,20220508
ch14uvag00248981,,20257,#SPAETER,Spaeter Nänikon AG,Spaeter Nänikon AG,18000101,,20220331,20220508
ch14uvag00000653,CHE-105.771.789,1145,LSS,Luftseilbahn Schwägalp-Säntis,Säntis-Schwebebahn AG,18000101,,20220331,20220508
ch14uvag00000675,CHE-113.856.169,2871,BRAG,BauRail AG,BauRail AG,20071008,,20220331,20220508
ch14uvag00001030,,2153,,Soc. Marino S.r.l.,Soc. Marino S.r.l.,18000101,,20220331,20220508
ch14uvag00107842,CHE-102.239.771,2982,JBH,JUNGFRAUBAHN HOLDING AG,JUNGFRAUBAHN HOLDING AG,19520627,,20220331,20220508
ch14uvag00001059,,2229,,Gullivers Bus GmbH,Gullivers Bus GmbH,18000101,,20220331,20220508
ch14uvag00001028,CHE-106.108.665,2135,,MD Reisen AG,MD Reisen AG,18000101,,20220331,20220508
ch14uvag00000633,CHE-106.909.688,1106,LMW,Luftseilbahn Matt - Weissenberg,Luftseilbahngenossenschaft Weissenberg,18000101,,20220331,20220508
ch14uvag00248982,,20491,#LEER,Zeughaus Zürich,Zeughaus Zürich,18000101,,20220331,20220508
ch14uvag00000942,CHE-115.094.588,518,VBH,Verkehrsbetriebe Herisau,Gemeinde Herisau,18000101,,20220331,20220508
ch14uvag00248983,,20496,#LEER,Hofer AG Zofingen,Hofer AG Zofingen,18000101,,20220331,20220508
ch14uvag00000673,CHE-105.893.889,151,MOB,Compagnie du Chemin de fer Montreux Oberland bernois SA,Compagnie du Chemin de fer Montreux Oberland bernois SA,18990901,,20220331,20220508
ch14uvag00224166,,2747,,Ditta Lanza Fabrizio,Ditta Lanza Fabrizio,18000101,,20220331,20220508
ch14uvag00248984,,20043,#FREVLIG,Frevlig AG,Frevlig AG,18000101,,20220331,20220508
ch14uvag00000292,CHE-103.612.588,117,ABl,Autolinee Bleniesi SA,Autolinee Bleniesi SA,19741113,,20220331,20220508
ch14uvag00001070,CHE-107.964.170,2256,,Hofmann Reisen,Hofmann Reisen,18000101,,20220331,20220508
ch14uvag00001114,,2390,,Galisuis S.L.,Galisuis S.L.,18000101,,20220331,20220508
ch14uvag00001270,,2566,,Omnibusbetriebe Werner Klusch,Omnibusbetriebe Werner Klusch,18000101,,20220331,20220508
ch14uvag00001232,CHE-113.381.841,2525,,Mimoza 93 GmbH,Mimoza 93 GmbH,18000101,,20220331,20220508
ch14uvag00248985,,20703,#LEER,"Distico SA, Taverne","Distico SA, Taverne",18000101,,20220331,20220508
ch14uvag00001313,,2609,,Lonexx GmbH,Lonexx GmbH,18000101,,20220331,20220508
ch14uvag00248986,,20419,#LEER,Kernkraftwerk Leibstadt AG,Kernkraftwerk Leibstadt AG,18000101,,20220331,20220508
ch14uvag00001000,,2006,,Bayern Express & P. Kühn Berlin GmbH,Bayern Express & P. Kühn Berlin GmbH,18000101,,20220331,20220508
ch14uvag00248987,,20466,#LEER,ECSA CHEMICALS AG,ECSA CHEMICALS AG,18000101,,20220331,20220508
ch14uvag00248988,,20705,#LEER,Office fédéral des transports,Office fédéral des transports,18000101,,20220331,20220508
ch14uvag00065408,CHE-456.125.779,2799,BBMAG,Bergbahnen Malbun AG,Bergbahnen Malbun AG,18000101,,20220331,20220508
ch14uvag00248989,LU 172 330 26,3128,CFLCA,CFL cargo s.a.,CFL cargo s.a.,18000101,,20220331,20220508
ch14uvag00248990,,20642,#LEER,Denner AG Schmitten - Schmitten,Denner AG Schmitten - Schmitten,18000101,,20220331,20220508
ch14uvag00225161,CHE-295.745.683,690,LMR,Luftseilbahn Meiringen-Reuti AG,Luftseilbahn Meiringen-Reuti AG,20200618,,20220331,20220508
ch14uvag00248991,,20074,#SWISSTER,Swissterminal AG,Swissterminal AG,18000101,,20220331,20220508
ch14uvag00248992,CHE-105.973.005,1301,DEBAC,Debrunner Acifer AG,Debrunner Acifer AG,18000101,,20220331,20220508
ch14uvag00248993,,2777,,F.LLI Rigato S.r.l.,F.LLI Rigato S.r.l.,18000101,,20220331,20220508
ch14uvag00248994,,20269,#GEMREGEN,Gemeindeverwaltung Regensdorf,Gemeindeverwaltung Regensdorf,18000101,,20220331,20220508
ch14uvag00248995,CHE-105.977.210,20554,HIAG,HIAG Immobilien Schweiz AG - Dornach,HIAG Immobilien Schweiz AG - Dornach,18000101,,20220331,20220508
ch14uvag00000958,CHE-197.828.084,367,VLM,Verkehrsbetrieb LIECHTENSTEINmobil,Verkehrsbetrieb LIECHTENSTEINmobil,18000101,,20220331,20220508
ch14uvag00107796,,3055,RCA,Rail Cargo Austria,Rail Cargo Austria,18000101,,20220331,20220508
ch14uvag00248996,,6006,,Jardel Autocars SA,Jardel Autocars SA,18000101,,20220331,20220508
ch14uvag00248997,,20331,#MULTIGAS,Multigas,Multigas,18000101,,20220331,20220508
ch14uvag00221612,,3087,STBAT,Steiermarkbahn Transport und Logistik GmbH,Steiermarkbahn Transport und Logistik GmbH,18000101,,20220331,20220508
ch14uvag00000884,CHE-108.647.594,1226,TEV,Trans Eaux-Viviens Sàrl,Trans Eaux-Viviens Sàrl,18000101,,20220331,20220508
ch14uvag00224706,,3094,RDC,RDC Deutschland GmbH,RDC Deutschland GmbH,18000101,,20220331,20220508
ch14uvag00000403,CHE-107.498.297,2957,BSH,Brenntag Schweizerhall AG,Brenntag Schweizerhall AG,20070626,,20220331,20220508
ch14uvag00248998,,20234,#ELEKBIRS,Elektra Birseck,Elektra Birseck,18000101,,20220331,20220508
ch14uvag00165704,,3035,ZBAU,Zürcher Bau GmbH,Zürcher Bau GmbH,18000101,,20220331,20220508
ch14uvag00165859,,3048,GTSR,GTS RAIL S.P.A.,GTS RAIL S.P.A.,18000101,,20220331,20220508
ch14uvag00248999,,20375,#LEER,Einwohnergemeinde Hasle b.B.,Einwohnergemeinde Hasle b.B.,18000101,,20220331,20220508
ch14uvag00000654,CHE-115.711.843,320,LTB,Limmattalbahn AG,Limmattalbahn AG,20100527,,20220331,20220508
ch14uvag00165861,CHE-112.359.678,2651,,Pan Travel GmH,Pan Travel GmH,18000101,,20220331,20220508
ch14uvag00001115,,2393,,Bergholdt Bus v/John Bergholdt,Bergholdt Bus v/John Bergholdt,18000101,,20220331,20220508
ch14uvag00000358,CHE-114.855.936,803,BCR,Bus de la Commune de Riddes,Commune de Riddes,18000101,,20220331,20220508
ch14uvag00107844,CHE-102.213.286,2830,ZPAG,Ziegler Papier AG,Ziegler Papier AG,18000101,,20220331,20220508
ch14uvag00000763,,2055,SAIA,International de autocarros SA,International de autocarros SA,18000101,,20220331,20220508
ch14uvag00000449,,2996,DDF,Dampflok-Depot Full,Dampflok-Depot Full,18000101,,20220331,20220508
ch14uvag00001240,CHE-114.580.544,2533,,INTERTOURS ME SARL,INTERTOURS ME SARL,18000101,,20220331,20220508
ch14uvag00249000,CHE-414.664.467,3120,SPYFA,SpyfaTec GmbH,SpyfaTec GmbH,18000101,,20220331,20220508
ch14uvag00107875,CHE-310.262.336,1315,FMCM,Funivia Monte Carasso - Mornera,Patriziato di Monte Carasso,18000101,,20220331,20220508
ch14uvag00000751,,2991,RP,Railpro,voestalpine Railpro BV,18000101,,20220331,20220508
ch14uvag00000859,CHE-107.904.274,1208,SVGa,Sesselbahn Vals - Gadenstatt,Visit Vals AG,18000101,,20220331,20220508
ch14uvag00249001,,20247,#ETERPAY,Eternit (Suisse) SA,Eternit (Suisse) SA,18000101,,20220331,20220508
ch14uvag00249002,,20510,#LEER,Saint-Gobain Weber AG,Saint-Gobain Weber AG,18000101,,20220331,20220508
ch14uvag00249003,,20590,#LEER,Oleificio SABO,Oleificio SABO,18000101,,20220331,20220508
ch14uvag00220992,CHE-208.863.508,646,STEM,Edgar Stemich,Edgar Stemich,18000101,,20220331,20220508
ch14uvag00001151,,2436,,Elke Rezo,Elke Rezo,18000101,,20220331,20220508
ch14uvag00249004,,20470,#LEER,"Oberwalliser Kohlen- & Transportkontor, Leonardo Pacozzi AG","Oberwalliser Kohlen- & Transportkontor, Leonardo Pacozzi AG",18000101,,20220331,20220508
ch14uvag00249005,,20701,#LEER,Fabromont AG,Fabromont AG,18000101,,20220331,20220508
ch14uvag00107784,CHE-103.927.218,9098,ENO,NVR Registerführerin,Enotrac AG,18000101,,20220331,20220508
ch14uvag00107811,CHE-108.729.559,3005,RHPL,Rhenus Port Logistics AG,Rhenus Port Logistics AG,19200422,,20220331,20220508
ch14uvag00249006,,20632,#LEER,FK Immo AG,FK Immo AG,18000101,,20220331,20220508
ch14uvag00249007,,20545,#LEER,Gérald KLAY succession p.a. Liliane KLAY,Gérald KLAY succession p.a. Liliane KLAY,18000101,,20220331,20220508
ch14uvag00001110,CHE-156.944.103,2381,,Calanda Reisen GmbH,Calanda Reisen GmbH,20190430,,20220331,20220508
ch14uvag00000593,CHE-105.748.135,1001,LAF,Luftseilbahn Adliswil - Felsenegg LAF AG,Luftseilbahn Adliswil - Felsenegg LAF AG,18000101,,20220331,20220508
ch14uvag00000804,CHE-107.122.219,604,SGH,Schifffahrtsgesellschaft Hallwilersee AG,Schifffahrtsgesellschaft Hallwilersee AG,18000101,,20220331,20220508
ch14uvag00224167,,2742,,Europa Bus CH d.o.o.,Europa Bus CH d.o.o.,18000101,,20220331,20220508
ch14uvag00249008,DE 115116056,3137,VWE,Verden-Walsroder Eisenbahn GmbH,Verden-Walsroder Eisenbahn GmbH,18000101,,20220331,20220508
ch14uvag00000960,CHE-104.065.298,2895,VMG,Vanomag AG,Vanomag AG,19921207,,20220331,20220508
ch14uvag00107823,CHE-105.843.176,3015,BWSHO,Stag Aktiengesellschaft,Stag Aktiengesellschaft,19540202,,20220331,20220508
ch14uvag00000309,CHE-108.817.703,1278,AMG,älplibahn malans Genossenschaft ,älplibahn malans Genossenschaft ,18000101,,20220331,20220508
ch14uvag00249009,,20076,#CABLOFER,Cablofer Recycling SA,Cablofer Recycling SA,18000101,,20220331,20220508
ch14uvag00249010,,6015,,Swiss Tours GmbH,Swiss Tours GmbH,18000101,,20220331,20220508
ch14uvag00000826,CHE-101.601.183,2806,SOLCH,Solvay (Schweiz) AG ,Solvay (Schweiz) AG ,19970915,,20220331,20220508
ch14uvag00000426,CHE-402.922.875,601,CGN,CGN SA,CGN SA,20120626,,20220331,20220508
ch14uvag00000774,CHE-105.742.718,1177,SBE,Sportbahnen Elm AG,Sportbahnen Elm AG,18000101,,20220331,20220508
ch14uvag00001325,,2626,,Max Tour S.n.c. dei F.lli Massimino,Max Tour S.n.c. dei F.lli Massimino,18000101,,20220331,20220508
ch14uvag00000814,CHE-101.276.663,1089,SKR,Sesselbahn Krümmenschwil - Rietbach,Sportbahn Krummenau-Wolzenalp AG,18000101,,20220331,20220508
ch14uvag00000642,CHE-114.857.875,595,LRU,Luftseilbahn Raron-Unterbäch,Gemeinde Unterbäch,18000101,,20220331,20220508
ch14uvag00001040,,2176,,Viaggi di Maio S.r.l.,Viaggi di Maio S.r.l.,18000101,,20220331,20220508
ch14uvag00000521,CHE-115.447.675,457,FUN,Funiculaire Université - Neuchâtel gare,Ville de Neuchâtel,18000101,,20220331,20220508
ch14uvag00249011,,20507,#LEER,Forbo-Giubiasco SA,Forbo-Giubiasco SA,18000101,,20220331,20220508
ch14uvag00249012,,20567,#LEER,Denner AG - Mägenwil,Denner AG - Mägenwil,18000101,,20220331,20220508
ch14uvag00249013,,20258,#HUGBAU,Hug Baustoffe AG,Hug Baustoffe AG,18000101,,20220331,20220508
ch14uvag00000368,CHE-106.028.486,1018,BGD,Bergbahnen Grüsch-Danusa AG,Bergbahnen Grüsch-Danusa AG,18000101,,20220331,20220508
ch14uvag00249014,,20443,#LEER,Andrea Pitsch AG,Andrea Pitsch AG,18000101,,20220331,20220508
ch14uvag00249015,,20044,#MAGAGEN,Magazzini Generali con Punto Franco SA,Magazzini Generali con Punto Franco SA,18000101,,20220331,20220508
ch14uvag00249016,,20490,#LEER,Naturex AG,Naturex AG,18000101,,20220331,20220508
ch14uvag00001328,,2629,,Le Basque Bondissant Sarl,Le Basque Bondissant Sarl,18000101,,20220331,20220508
ch14uvag00001081,CHE-104.019.140,2306,,Deni Travel GmbH,Deni Travel GmbH,18000101,,20220331,20220508
ch14uvag00001301,CHE-110.517.216,2597,,Dr. Richard GmbH,Dr. Richard GmbH,18000101,,20220331,20220508
ch14uvag00000286,CHE-102.405.928,356,AAGR,Auto AG Rothenburg,Auto AG Rothenburg,18000101,,20220331,20220508
ch14uvag00000330,CHE-104.360.449,2,ATG,AlpTransit Gotthard AG,AlpTransit Gotthard AG,18000101,,20220331,20220508
ch14uvag00000556,CHE-115.188.812,2805,HEROS,HEROS Helvetic Rolling Stock GmbH,HEROS Helvetic Rolling Stock GmbH,20091106,,20220331,20220508
ch14uvag00220991,,3085,BTEX,BTE BahnTouristikExpress GmbH,BTE BahnTouristikExpress GmbH,18000101,,20220331,20220508
ch14uvag00000782,CHE-107.046.618,1210,SBU,Sportbahnen Unterbäch AG,Sportbahnen Unterbäch AG,18000101,,20220331,20220508
ch14uvag00249017,,20105,#STEINM,Osterwalder Tanklager AG,Osterwalder Tanklager AG,18000101,,20220331,20220508
ch14uvag00249018,,20259,#ENISUI,Eni Suisse S. A.,Eni Suisse S. A.,18000101,,20220331,20220508
ch14uvag00249019,,6016,,PATI TRAVEL sh.p.k.,PATI TRAVEL sh.p.k.,18000101,,20220331,20220508
ch14uvag00107834,CHE-103.229.172,2638,,Odier Excursions SA,Odier Excursions SA,18000101,,20220331,20220508
ch14uvag00000954,CHE-101.175.631,2867,VEOR,Verein 1020.042-6,Verein 1020.042-6,20000221,,20220331,20220508
ch14uvag00000341,,1306,BALA,Bus alpin Lombachalp,"Alexander Huser, Sporthotel Habkern",18000101,,20220331,20220508
ch14uvag00225162,,3101,TRAIN,TRI Train Rental GmbH,TRI Train Rental GmbH,18000101,,20220331,20220508
ch14uvag00000450,CHE-106.002.423,132,DFB,DFB-Dampfbahn-Furka-Bergstrecke AG,DFB-Dampfbahn-Furka-Bergstrecke AG,18000101,,20220331,20220508
ch14uvag00000957,,643,VLB,Vorarlberg Lines Bodenseeschifffahrt ,Walter Klaus Bodenseeschifffahrt GmbH & Co,18000101,,20220331,20220508
ch14uvag00000390,CHE-105.978.304,532,BOGG,Busbetrieb Olten Gösgen Gäu AG,Busbetrieb Olten Gösgen Gäu AG,19330220,,20220331,20220508
