xtf_id,Nummer,Bezeichnung,BetrieblicheBezeichnung,Laenge,Kantenhoehe,Gueltigkeit_BeginnGueltigkeit,Gueltigkeit_EndeGueltigkeit,Gueltigkeit_Stand,rHaltestelle,E,N,H
ch14uvag00235843,ch:1:sloid:9449:1:1,,10,,,20210118,,20220508,ch14uvag00225285,2612290,1168546,647
ch14uvag00238040,ch:1:sloid:89857::2,,2,,,20210201,,20220508,ch14uvag00053026,2670313.98332,1211449.58335,536.8
ch14uvag00238820,ch:1:sloid:30839:0:751981,,1,,,20210211,,20220508,ch14uvag00049773,2694177,1201392,1929
ch14uvag00241057,ch:1:sloid:76928::769282,,769282,17.00,22.00,20210101,,20220508,ch14uvag00050749,2626845,1228840,479.3
ch14uvag00226547,ch:1:sloid:88550:0:3,,3,,,20190101,,20220508,ch14uvag00041719,2600196.358,1202928.472,509.954
ch14uvag00231801,ch:1:sloid:87076:0:522944,,luly05,15.00,15.00,20200106,,20220508,ch14uvag00052286,2494406.291,1113318.128,411.4
ch14uvag00238405,ch:1:sloid:94464::1,,1,,,20210201,,20220508,ch14uvag00043319,2760576.73789,1192262.45989,700.8
ch14uvag00241872,ch:1:sloid:78704:0:01,,1,,,20210504,,20220508,ch14uvag00059348,2654639,1244399,436.9
ch14uvag00230980,ch:1:sloid:93068:0:113014,,srve00,20.00,14.00,20200106,,20220508,ch14uvag00056134,2499155.449,1113679.222,423.1
ch14uvag00233782,ch:1:sloid:7110:0:2,E,2,,,20190722,,20220508,ch14uvag00040774,2600673.788,1199636.538,540.5
ch14uvag00233800,ch:1:sloid:79901:0:16,,16,,,20190722,,20220508,ch14uvag00042475,2596009.686,1198711.316,562
ch14uvag00231580,ch:1:sloid:95013:0:156250,,ladm01,,,20200106,,20220508,ch14uvag00039947,2499116.414,1110933.159,487.9
ch14uvag00241912,ch:1:sloid:90254:0:01,,1,,,20210504,,20220508,ch14uvag00055732,2658091,1249930,409.4
ch14uvag00238606,ch:1:sloid:77179::2,,2,,,20210201,,20220508,ch14uvag00057485,2672013.31527,1218373.71261,418.4
ch14uvag00235477,ch:1:sloid:91757:0:1,,1,,,20190722,,20220508,ch14uvag00040646,2596255,1199546,553
ch14uvag00243057,ch:1:sloid:90178:0:02,,2,,,20200507,,20220508,ch14uvag00039795,2665468.935,1259281.024,381.2
ch14uvag00230465,ch:1:sloid:88171:1:1,,12,,,20010122,,20220508,ch14uvag00061269,2613213.042,1177472.234,566.3
ch14uvag00229348,ch:1:sloid:81755::52,,52,,,20220207,,20220508,ch14uvag00064043,2700816,1262471,464.6
ch14uvag00236309,ch:1:sloid:95018:0:288408,,cord01,17.00,14.00,20200106,,20220508,ch14uvag00046789,2497768.365,1117955.218,422
ch14uvag00247125,ch:1:sloid:2761:0:2,,2,,,20220301,,20220508,ch14uvag00053261,2687329,1225907,805
ch14uvag00228780,ch:1:sloid:93091:0:314134,,bbay01,36.00,15.00,20200106,,20220508,ch14uvag00058340,2492726.287,1117214.154,378.2
ch14uvag00244556,ch:1:sloid:74343:0:01,,1,,,20211212,,20220508,ch14uvag00223770,2758045,1227649,463
ch14uvag00241854,ch:1:sloid:2872:0:02,B,2,,,20210504,,20220508,ch14uvag00058635,2653181,1247596,416.1
ch14uvag00249564,ch:1:sloid:77225:0:01,,120601,12.00,0.00,20220329,,20220508,ch14uvag00046975,2682507.20412,1205187.4832,435.4
ch14uvag00249565,ch:1:sloid:77210:0:01,,101801,12.00,0.00,20220329,,20220508,ch14uvag00050188,2675576.62118,1213133.00314,450.3
ch14uvag00227346,ch:1:sloid:90813::50,,50,,,20220207,,20220508,ch14uvag00061181,2684950,1238956,451.4
ch14uvag00241574,ch:1:sloid:93331:0:02,,2,,,20210401,,20220508,ch14uvag00041084,2585341,1221292,446.2
ch14uvag00249563,ch:1:sloid:77225:0:02,,120602,18.00,0.00,20220329,,20220508,ch14uvag00046975,2682509.83934,1205161.94772,435.2
ch14uvag00249556,ch:1:sloid:92427:0:01,,100701,12.00,0.00,20220329,,20220508,ch14uvag00063491,2677750.33159,1208689.21125,435.5
ch14uvag00249558,ch:1:sloid:77213:0:02,,101402,18.00,22.00,20220329,,20220508,ch14uvag00063484,2675089.07724,1209617.9495,467.1
ch14uvag00249567,ch:1:sloid:5127:0:01,,170301,18.00,0.00,20220329,,20220508,ch14uvag00223032,2682904.33204,1205021.76531,437
ch14uvag00249572,ch:1:sloid:87532:0:01,,106401,18.00,16.00,20220329,,20220508,ch14uvag00060692,2688818.03037,1211444.35186,466.5
ch14uvag00243908,ch:1:sloid:9623:0:1,,1,,,20210918,,20220508,ch14uvag00223761,2757948,1234370,433
ch14uvag00232475,ch:1:sloid:90795::11,,11,,,20220207,,20220508,ch14uvag00058813,2677606,1249989,396
ch14uvag00243441,ch:1:sloid:78681:0:02,B,2,,,20200507,,20220508,ch14uvag00044059,2663419,1256298,443
ch14uvag00238866,ch:1:sloid:94413::1,,1,,,20210201,,20220508,ch14uvag00043325,2760585.26186,1191740.7956,675.3
ch14uvag00239132,ch:1:sloid:89744::1,,1,,,20210201,,20220508,ch14uvag00050054,2664977.77155,1210332.13846,515.7
ch14uvag00240822,ch:1:sloid:93325:0:01,,1,,,20210401,,20220508,ch14uvag00041048,2585317,1221606,522
ch14uvag00240827,ch:1:sloid:93330:0:02,,2,,,20210401,,20220508,ch14uvag00041055,2586066,1220238,436.7
ch14uvag00230454,ch:1:sloid:91914:1:2,,13,,,20101212,,20220508,ch14uvag00061290,2612398.755,1179557.851,557.5
ch14uvag00242802,ch:1:sloid:78953::310401,,1,,,20211212,,20220508,ch14uvag00046965,2713750,1114725,212.5
ch14uvag00245177,ch:1:sloid:2610:0:909049,,LCCR_2,,,20211212,,20220508,ch14uvag00222270,2595816.14993,1115088.73021,1805.9
ch14uvag00227780,ch:1:sloid:235:1:1,,1,,,20200703,,20220508,ch14uvag00054263,2613014.409,1264710.33,285.5
ch14uvag00248053,ch:1:sloid:89643:0:557449,,8964301,10.00,8.00,20220301,,20220508,ch14uvag00060136,2746161,1255688,742
ch14uvag00232559,ch:1:sloid:91104::81,,81,,,20210720,,20220508,ch14uvag00065034,2685514,1245956,450.6
ch14uvag00248099,ch:1:sloid:94268:0:419257,,9426801,25.00,8.00,20220301,,20220508,ch14uvag00060084,2743743,1252601,704
ch14uvag00238641,ch:1:sloid:30353:0:967084,,1,,,20210211,,20220508,ch14uvag00060971,2645428,1185671,1159.2
ch14uvag00238500,ch:1:sloid:77147::3,,3,,,20210201,,20220508,ch14uvag00048939,2666180.46274,1208390.30696,444.2
ch14uvag00245213,ch:1:sloid:90269:0:01,,1,,,20211212,,20220508,ch14uvag00059900,2669436.91508,1253641.93694,394.4
ch14uvag00241448,ch:1:sloid:1675:0:312199,1,1,145.00,16.00,20210308,,20220508,ch14uvag00040854,2649085.70867,1135731.75087,829.1
ch14uvag00241790,ch:1:sloid:88573:0:01,,1,,,20210504,,20220508,ch14uvag00048976,2652054,1248657,401.4
ch14uvag00237347,ch:1:sloid:77326::1,,1,,,20210201,,20220508,ch14uvag00055170,2651312.3989,1223536.8514,519.8
ch14uvag00230592,ch:1:sloid:76817:1:4,,13,,,19990101,,20220508,ch14uvag00061277,2614197.186,1178723.823,558.2
ch14uvag00234108,ch:1:sloid:76154::50,,50,,,20220207,,20220508,ch14uvag00049845,2687419,1256011,443.7
ch14uvag00239235,ch:1:sloid:77329::1,,1,,,20210201,,20220508,ch14uvag00054872,2652384.34261,1221399.19731,514.1
ch14uvag00231971,ch:1:sloid:92846:0:926939,,krig00,32.00,16.00,20200106,,20220508,ch14uvag00046827,2501350.444,1116613.2,413.3
ch14uvag00231984,ch:1:sloid:92887:0:708829,,ptar00,53.00,15.00,20200106,,20220508,ch14uvag00046872,2500023.496,1116773.183,377.5
ch14uvag00228085,ch:1:sloid:76801:1:4,,12,,,19990101,,20220508,ch14uvag00041392,2606333.002,1176728.197,661.8
ch14uvag00227406,ch:1:sloid:75976::81,,81,,,20210720,,20220508,ch14uvag00062104,2697293,1244819,469.9
ch14uvag00239071,ch:1:sloid:30782:0:642247,,1,,,20210211,,20220508,ch14uvag00058162,2707246,1196796,1155.6
ch14uvag00241908,ch:1:sloid:78692:0:01,,1,,,20210504,,20220508,ch14uvag00054750,2655633,1250993,389.4
ch14uvag00241784,ch:1:sloid:87113:0:01,,1,,,20210504,,20220508,ch14uvag00041936,2658696,1252253,425.6
ch14uvag00239020,ch:1:sloid:89851::1,,1,,,20210201,,20220508,ch14uvag00052518,2665454.46921,1211252.71276,438.7
ch14uvag00241629,ch:1:sloid:9242:0:01,,1,,,20210401,,20220508,ch14uvag00225252,2585290,1222374,659.4
ch14uvag00231966,ch:1:sloid:90446::51,,51,,,20220207,,20220508,ch14uvag00048821,2699646,1233960,517.5
ch14uvag00229271,ch:1:sloid:90529::51,,51,,,20220207,,20220508,ch14uvag00044410,2672987,1250669,388
ch14uvag00234312,ch:1:sloid:73205::56,F,56,,,20220207,,20220508,ch14uvag00064892,2684850,1256121,430.8
ch14uvag00242338,ch:1:sloid:5398::49201,,1,,,20211212,,20220508,ch14uvag00056232,2710200,1091931,275.5
ch14uvag00233274,ch:1:sloid:91378::50,,50,,,20220207,,20220508,ch14uvag00065323,2683370,1243247,411.2
ch14uvag00243197,ch:1:sloid:90317:0:02,,2,,,20200507,,20220508,ch14uvag00064393,2669844.96,1254955.977,417.2
ch14uvag00229141,ch:1:sloid:90805::53,,53,,,20220207,,20220508,ch14uvag00058823,2676162,1250168,393.3
ch14uvag00246137,ch:1:sloid:18243:0:318055,2,2,170.00,55.00,20220105,,20220508,ch14uvag00040566,2686635.88731,1283374.48629,448
ch14uvag00240819,ch:1:sloid:95689:0:02,,2,,,20210401,,20220508,ch14uvag00165334,2586705,1219893,439.5
ch14uvag00225910,ch:1:sloid:76013::50,,50,,,20220207,,20220508,ch14uvag00048679,2706192,1240020,572.9
ch14uvag00236461,ch:1:sloid:90108:0:2,,2,,,20190722,,20220508,ch14uvag00040627,2596064.678,1199111.515,558.6
ch14uvag00226507,ch:1:sloid:90647::53,,53,,,20220207,,20220508,ch14uvag00048579,2688701,1237540,412.7
ch14uvag00236102,ch:1:sloid:90039:0:1,,1,,,20190722,,20220508,ch14uvag00040633,2600557.376,1201426.545,534.4
ch14uvag00229776,ch:1:sloid:88777:1:1,,1,,,20200703,,20220508,ch14uvag00039990,2610649.842,1268640.898,256.7
ch14uvag00239279,ch:1:sloid:30958:0:275392,,1,,,20210211,,20220508,ch14uvag00107761,2633322,1117293,2168.4
ch14uvag00228770,ch:1:sloid:92822:0:168419,,epin03,30.00,17.00,20200106,,20220508,ch14uvag00046803,2499374.467,1116305.186,376
ch14uvag00228834,ch:1:sloid:93121:0:555388,,psud00,,,20200106,,20220508,ch14uvag00061371,2505826.388,1117486.194,428.1
ch14uvag00240730,ch:1:sloid:6366:0:2,2,2,,,20210401,,20220508,ch14uvag00059828,2751233.33074,1253053.02997,926
ch14uvag00245230,ch:1:sloid:6462:0:02,,2,,,20211212,,20220508,ch14uvag00063700,2765817,1252537,405
ch14uvag00230035,ch:1:sloid:88773:1:6,E,6,,,20200703,,20220508,ch14uvag00040174,2611069.999,1267852.379,258.3
ch14uvag00242385,ch:1:sloid:8085:0:785138,2,2,160.20,55.00,20210817,,20220508,ch14uvag00038573,2609172.69745,1216078.42667,496.6
ch14uvag00242388,ch:1:sloid:8265:0:60915,2,2,135.40,35.00,20210817,,20220508,ch14uvag00048238,2616472.65598,1207263.28292,571.3
ch14uvag00242373,ch:1:sloid:16154:0:880854,1,1,220.45,55.00,20210817,,20220508,ch14uvag00040576,2595173.57797,1199222.63732,558.7
ch14uvag00242387,ch:1:sloid:8265:0:660436,5,5,221.65,55.00,20210817,,20220508,ch14uvag00048238,2616462.46124,1207244.87079,571.3
ch14uvag00242386,ch:1:sloid:8083:0:185511,1,524,134.26,35.00,20211201,,20220508,ch14uvag00042228,2612882.54862,1212725.66669,525
ch14uvag00247305,ch:1:sloid:93436:0:1,,1,,,20220301,,20220508,ch14uvag00060716,2679560,1227273,421
ch14uvag00247308,ch:1:sloid:87377:0:1,,1,,,20220301,,20220508,ch14uvag00060717,2678622,1227566,421
ch14uvag00247317,ch:1:sloid:93416:0:1,,1,,,20220301,,20220508,ch14uvag00042985,2678511,1226940,416.2
ch14uvag00226528,ch:1:sloid:94257::50,,50,,,20220207,,20220508,ch14uvag00044687,2704953,1236993,511.6
ch14uvag00226328,ch:1:sloid:94253::52,,52,,,20220207,,20220508,ch14uvag00049657,2683086,1242604,502.3
ch14uvag00233626,ch:1:sloid:91425::21,,21,,,20220207,,20220508,ch14uvag00065371,2682250,1250271,482.7
ch14uvag00226742,ch:1:sloid:90526::51,,51,,,20220207,,20220508,ch14uvag00044407,2674424,1250067,394.5
ch14uvag00243793,ch:1:sloid:90234:0:02,,2,,,20200507,,20220508,ch14uvag00045234,2666547.945,1259437.014,428.2
ch14uvag00230528,ch:1:sloid:76029::52,,52,,,20220207,,20220508,ch14uvag00052622,2694959,1234321,419.3
ch14uvag00243898,ch:1:sloid:10147:0:1,,1,,,20210826,,20220508,ch14uvag00242000,2593314,1193779,581
ch14uvag00231875,ch:1:sloid:87918:0:243496,,cern00,82.00,22.00,20200106,,20220508,ch14uvag00053373,2493284.299,1121178.15,436.5
ch14uvag00229838,ch:1:sloid:88485:1:1,D,1,,,20200703,,20220508,ch14uvag00040109,2610827.332,1268110.479,257.8
ch14uvag00229321,ch:1:sloid:90703::51,,51,,,20220207,,20220508,ch14uvag00050149,2686952,1240912,425.4
ch14uvag00249788,ch:1:sloid:77466:0:01,,113801,10.00,0.00,20220329,,20220508,ch14uvag00053991,2702487.16429,1203263.38585,639.8
ch14uvag00248075,ch:1:sloid:89553:0:148880,,8955301,25.00,10.00,20220301,,20220508,ch14uvag00059985,2748850,1255832,660
ch14uvag00249437,ch:1:sloid:77435:0:01,,119401,18.00,0.00,20220329,,20220508,ch14uvag00049192,2689694.96033,1206444.15457,439.2
ch14uvag00249548,ch:1:sloid:77208:0:02,,102002,18.00,10.00,20220329,,20220508,ch14uvag00050176,2675955.80258,1214139.57521,469.1
ch14uvag00249357,ch:1:sloid:77423:0:02,,107602,18.00,10.00,20220329,,20220508,ch14uvag00059262,2691095.76548,1208900.32707,476.2
ch14uvag00237069,ch:1:sloid:72672::1,,1,,,20210201,,20220508,ch14uvag00045757,2754825.48245,1190128.2098,571.5
ch14uvag00249752,ch:1:sloid:79152:0:101,,101,,,20220328,,20220508,ch14uvag00043707,2552733.75302,1146768.2642,413
ch14uvag00242413,ch:1:sloid:8267:0:752991,2,2,222.74,55.00,20210817,,20220508,ch14uvag00056634,2620680.01943,1205110.71328,600.1
ch14uvag00239264,ch:1:sloid:89914::1,,1,,,20210201,,20220508,ch14uvag00058237,2786621.58489,1156136.97217,1708.4
ch14uvag00232099,ch:1:sloid:92889:0:190011,,pote00,62.00,23.00,20200106,,20220508,ch14uvag00046873,2499317.498,1118653.163,410.1
ch14uvag00237811,ch:1:sloid:30966:0:343154,,1,,,20210211,,20220508,ch14uvag00107758,2624464,1093547,2575.1
ch14uvag00227054,ch:1:sloid:3700::51,,51,,,20220207,,20220508,ch14uvag00040206,2689576,1254891,454.8
ch14uvag00239166,ch:1:sloid:74939::2,,2,,,20210201,,20220508,ch14uvag00056256,2788768.78854,1152642.43676,1777.8
ch14uvag00229332,ch:1:sloid:73663::51,,51,,,20220207,,20220508,ch14uvag00064115,2701461,1258421,557.2
ch14uvag00243474,ch:1:sloid:88108::402602,,4,,,20211212,,20220508,ch14uvag00052268,2717270,1096302,276.9
ch14uvag00238701,ch:1:sloid:95499:0:44773,,1,,,20210211,,20220508,ch14uvag00057064,2693585,1207821,608.7
ch14uvag00238245,ch:1:sloid:89678::1,,1,,,20210201,,20220508,ch14uvag00048920,2668240.01141,1209193.69809,462.5
ch14uvag00233207,ch:1:sloid:2904:0:2,,2,,,20190722,,20220508,ch14uvag00222252,2594976.326,1198095.68,571.4
ch14uvag00240797,ch:1:sloid:87638::876381,,876381,,,20210101,,20220508,ch14uvag00038577,2588878,1219132,433
ch14uvag00242167,ch:1:sloid:75770::505701,,1,,,20211212,,20220508,ch14uvag00043225,2722997,1077534,243.1
ch14uvag00238960,ch:1:sloid:8450::10,J,10,,,20210201,,20220508,ch14uvag00052413,2666232.23815,1211477.02154,435.2
ch14uvag00228700,ch:1:sloid:92648:0:37302,,plnt00,15.00,12.00,20200106,,20220508,ch14uvag00040358,2498910.407,1123837.277,427.8
ch14uvag00228681,ch:1:sloid:88503:1:1,,14,,,20020920,,20220508,ch14uvag00064838,2614700.098,1172874.256,605.4
ch14uvag00232442,ch:1:sloid:76635:1:1,,10,,,20000528,,20220508,ch14uvag00045345,2625049.144,1181956.718,1009.9
ch14uvag00228051,ch:1:sloid:87421:1:1,,12,,,19990101,,20220508,ch14uvag00059272,2607755.19,1181759.798,578.2
ch14uvag00231120,ch:1:sloid:71627:0:1,,1,,,20200703,,20220508,ch14uvag00046980,2608788.581,1187630.672,613.8
ch14uvag00234183,ch:1:sloid:62:1:5,,5,,,20200703,,20220508,ch14uvag00041549,2609991.407,1263730.35,291.9
ch14uvag00229337,ch:1:sloid:90954::50,,50,,,20220207,,20220508,ch14uvag00064038,2693389,1263622,409
ch14uvag00238270,ch:1:sloid:89832::3,B,3,,,20210201,,20220508,ch14uvag00052490,2668863.28123,1212049.83884,462.5
ch14uvag00236976,ch:1:sloid:89748::1,,1,,,20210201,,20220508,ch14uvag00050058,2664419.8797,1209264.91702,475.1
ch14uvag00235769,ch:1:sloid:82:1:6,,6,,,20200703,,20220508,ch14uvag00042051,2622862.405,1256592.333,360.4
ch14uvag00233700,ch:1:sloid:91354::22,,22,,,20220207,,20220508,ch14uvag00065300,2683836,1252873,433
ch14uvag00234523,ch:1:sloid:77002:0:1,,1,,,20190101,,20220508,ch14uvag00055715,2602962.425,1200362.552,560.9
ch14uvag00234519,ch:1:sloid:90007:0:1,,1,,,20190722,,20220508,ch14uvag00055713,2604550.494,1200918.386,565.9
ch14uvag00227819,ch:1:sloid:88455:0:12,,12,,,20190101,,20220508,ch14uvag00052588,2605475.03,1227120.713,431.913
ch14uvag00229172,ch:1:sloid:75919::50,,50,,,20220207,,20220508,ch14uvag00044843,2694144,1253752,511.3
ch14uvag00237352,ch:1:sloid:31097:0:717565,,1,,,20210211,,20220508,ch14uvag00165616,2782396,1155796,2747.3
ch14uvag00237341,ch:1:sloid:8356:0:112147,,1,,,20210211,,20220508,ch14uvag00060821,2664149,1183786.001,1077.3
ch14uvag00241546,ch:1:sloid:92457:0:01,,1,,,20210401,,20220508,ch14uvag00041025,2586025,1220330,434.9
ch14uvag00241600,ch:1:sloid:92475:0:01,,1,,,20210401,,20220508,ch14uvag00041115,2586192,1222150,497.5
ch14uvag00238107,ch:1:sloid:1250:0:904395,,1,,,20210211,,20220508,ch14uvag00062555,2553712,1146546,390.7
ch14uvag00240855,ch:1:sloid:76919::769191,,769191,12.00,4.00,20210101,,20220508,ch14uvag00048614,2620534,1226925,475
ch14uvag00228793,ch:1:sloid:87419:0:733692,,bove00,15.00,10.00,20200106,,20220508,ch14uvag00058349,2491083.315,1118377.164,432.4
ch14uvag00228833,ch:1:sloid:93114:0:209182,,jmel00,15.00,15.00,20200106,,20220508,ch14uvag00061364,2505809.387,1118111.19,428.3
ch14uvag00238567,ch:1:sloid:89757::1,,1,,,20210201,,20220508,ch14uvag00052020,2663000.7511,1211346.06167,506.7
ch14uvag00233170,ch:1:sloid:91269::10,,10,,,20220207,,20220508,ch14uvag00065212,2681809,1246646,415.8
ch14uvag00236403,ch:1:sloid:96093:0:850787,,coet01,,,20200106,,20220508,ch14uvag00220440,2504072.313,1130170.588,375.5
ch14uvag00236010,ch:1:sloid:3381::50,,50,,,20220207,,20220508,ch14uvag00047483,2695446,1255422,476.9
ch14uvag00227331,ch:1:sloid:90885::50,,50,,,20220207,,20220508,ch14uvag00063271,2688259,1251873,444.6
ch14uvag00237091,ch:1:sloid:30595:0:291316,,1,,,20210211,,20220508,ch14uvag00056494,2778581,1166204,1973.7
ch14uvag00234411,ch:1:sloid:73710::51,,51,,,20220207,,20220508,ch14uvag00064969,2681969,1247317,413.3
ch14uvag00232718,ch:1:sloid:3161::50,,50,,,20220207,,20220508,ch14uvag00042061,2705284,1235374,493.7
ch14uvag00229868,ch:1:sloid:90860::81,,81,,,20210720,,20220508,ch14uvag00063063,2694212,1231072,408.5
ch14uvag00233413,ch:1:sloid:91369::0,,0,,,20220207,,20220508,ch14uvag00065314,2682792,1247393,410
ch14uvag00243536,ch:1:sloid:75574::512501,,1,,,20211212,,20220508,ch14uvag00053239,2719865,1080801,342.6
ch14uvag00236956,ch:1:sloid:89733::3,A,3,,,20210201,,20220508,ch14uvag00050041,2665571.63601,1207795.99364,450.7
ch14uvag00226489,ch:1:sloid:90462::80,,80,,,20210720,,20220508,ch14uvag00038541,2677562,1256263,453.3
ch14uvag00235167,ch:1:sloid:91416::20,,20,,,20220207,,20220508,ch14uvag00065363,2681168,1250348,531.7
ch14uvag00232317,ch:1:sloid:67:1:4,,4,,,20200703,,20220508,ch14uvag00039665,2605410.417,1259939.354,358.4
ch14uvag00243456,ch:1:sloid:88899::411001,,1,,,20211212,,20220508,ch14uvag00052220,2717825,1097975,296.3
ch14uvag00237759,ch:1:sloid:30803:0:318143,,1,,,20210211,,20220508,ch14uvag00040889,2648129,1138063,1985.2
ch14uvag00228466,ch:1:sloid:76562:1:2,,10,,,19980101,,20220508,ch14uvag00048369,2617304.379,1178127.839,891.3
ch14uvag00229920,ch:1:sloid:89377:1:1,,1,,,20200703,,20220508,ch14uvag00040181,2610012.289,1266933.627,278.4
ch14uvag00229931,ch:1:sloid:89297:1:1,,1,,,20200703,,20220508,ch14uvag00040047,2609833.532,1267897.982,275
ch14uvag00241558,ch:1:sloid:92464:0:02,,2,,,20210401,,20220508,ch14uvag00041061,2583222,1219811,438
ch14uvag00231977,ch:1:sloid:92805:0:94786,,clap02,24.00,17.00,20200106,,20220508,ch14uvag00046784,2500616.477,1116780.194,400.8
ch14uvag00228748,ch:1:sloid:92724:0:15683,,bell00,25.00,15.00,20200106,,20220508,ch14uvag00043506,2504674.406,1123003.205,399.6
ch14uvag00228759,ch:1:sloid:87065:0:525273,,gebe01,20.00,14.00,20200106,,20220508,ch14uvag00046926,2500909.442,1123646.208,385.5
ch14uvag00228789,ch:1:sloid:93093:0:683658,,cing01,15.00,14.00,20200106,,20220508,ch14uvag00058344,2493907.296,1117393.161,390.6
ch14uvag00232198,ch:1:sloid:88196:0:450110,,apia05,,,20200106,,20220508,ch14uvag00046758,2499576.498,1120075.149,416.3
ch14uvag00245265,ch:1:sloid:90279:0:02,B,2,,,20211212,,20220508,ch14uvag00059914,2670171.70235,1252607.8793,405.1
ch14uvag00236563,ch:1:sloid:91829::51,,51,,,20220207,,20220508,ch14uvag00045640,2673634,1251745,385.3
ch14uvag00239085,ch:1:sloid:71107::3,,3,,,20210201,,20220508,ch14uvag00048189,2759335.71127,1193987.92697,551.7
ch14uvag00230295,ch:1:sloid:91920:1:3,,11,,,20090513,,20220508,ch14uvag00061303,2613891.295,1178043.731,561.8
ch14uvag00232923,ch:1:sloid:76996:0:3,,3,,,20190101,,20220508,ch14uvag00040751,2602236.498,1201485.528,553.96
ch14uvag00245029,ch:1:sloid:93934:0:2,,2,10.00,0.00,20211212,,20220508,ch14uvag00053734,2559597.58282,1143296.82577,477.2
ch14uvag00231420,ch:1:sloid:87992::51,,51,,,20220207,,20220508,ch14uvag00048580,2688994,1238018,465.9
ch14uvag00230258,ch:1:sloid:87682::51,,51,,,20220207,,20220508,ch14uvag00052625,2694898,1234497,423.1
ch14uvag00229274,ch:1:sloid:90615::50,,50,,,20220207,,20220508,ch14uvag00046948,2673692,1252371,401.2
ch14uvag00226274,ch:1:sloid:87977::50,,50,,,20220207,,20220508,ch14uvag00045372,2687999,1239347,469.6
ch14uvag00230184,ch:1:sloid:93085:0:108236,,gres00,12.00,0.00,20200106,,20220508,ch14uvag00056567,2506753.398,1118153.171,430.8
ch14uvag00228799,ch:1:sloid:87415:0:933775,,clly00,,,20200106,,20220508,ch14uvag00058347,2491125.288,1119998.17,499.6
ch14uvag00228816,ch:1:sloid:95952:0:705554,,zimw00,20.00,14.00,20200106,,20220508,ch14uvag00166243,2493048.301,1119788.149,410.9
ch14uvag00229828,ch:1:sloid:89381:1:1,,1,,,20200703,,20220508,ch14uvag00040186,2610691.471,1266683.368,279
ch14uvag00239222,ch:1:sloid:87895::1,,1,,,20210201,,20220508,ch14uvag00058049,2794499.29589,1165269.14018,1665.8
ch14uvag00233269,ch:1:sloid:89981:1:1,,1,,,20200703,,20220508,ch14uvag00055344,2609542.42,1262593.344,325.4
ch14uvag00237817,ch:1:sloid:31171:0:694416,,1,,,20210211,,20220508,ch14uvag00165660,2625198,1096259,2188.1
ch14uvag00243324,ch:1:sloid:75377::402202,,2,,,20211212,,20220508,ch14uvag00042758,2719161,1095596,327.5
ch14uvag00237382,ch:1:sloid:31118:0:593386,,1,,,20210211,,20220508,ch14uvag00165418,2756996,1185777.001,2171.3
ch14uvag00238819,ch:1:sloid:30477:0:231976,,1,,,20210211,,20220508,ch14uvag00058889,2717894,1238328,835.7
ch14uvag00234981,ch:1:sloid:88426:1:5,,12,,,20020716,,20220508,ch14uvag00060614,2614969.949,1181207.205,601.4
ch14uvag00235094,ch:1:sloid:91341::82,,82,,,20201213,,20220508,ch14uvag00065288,2681622,1247025,414.4
ch14uvag00241902,ch:1:sloid:88870:0:01,,1,,,20210504,,20220508,ch14uvag00063834,2654966,1251982,354.1
ch14uvag00226145,ch:1:sloid:76231::52,,52,,,20220207,,20220508,ch14uvag00063721,2702104,1264357,474.2
ch14uvag00247153,ch:1:sloid:77266:0:2,,2,,,20220301,,20220508,ch14uvag00048555,2660015,1227708,737
ch14uvag00247168,ch:1:sloid:77138:0:1,,1,,,20220301,,20220508,ch14uvag00055235,2672463,1224269,417
ch14uvag00247156,ch:1:sloid:77265:0:2,,2,,,20220301,,20220508,ch14uvag00048557,2660052,1227414,750
ch14uvag00247178,ch:1:sloid:87769:0:1,,1,,,20220301,,20220508,ch14uvag00049181,2677424,1216305,468
ch14uvag00229963,ch:1:sloid:88064:1:3,,3,,,20200703,,20220508,ch14uvag00040078,2612237.4,1264389.357,325.1
ch14uvag00229629,ch:1:sloid:87069:0:544096,,capi01,10.00,9.00,20200106,,20220508,ch14uvag00062205,2504726.4,1121096.198,462.7
ch14uvag00244683,ch:1:sloid:74350:0:04,,4,,,20211212,,20220508,ch14uvag00223831,2759624,1231905,453
ch14uvag00237939,ch:1:sloid:338:0:573298,,1,,,20210211,,20220508,ch14uvag00222062,2578284,1170642,1040
ch14uvag00235289,ch:1:sloid:90744::50,,50,,,20220207,,20220508,ch14uvag00055576,2685967,1254122,454.5
ch14uvag00244630,ch:1:sloid:81819:0:02,,2,,,20211212,,20220508,ch14uvag00223757,2757906,1223203,455
ch14uvag00231234,ch:1:sloid:90613::50,,50,,,20220207,,20220508,ch14uvag00046131,2691508,1242385,685.6
ch14uvag00229873,ch:1:sloid:76886:1:2,,11,,,20161211,,20220508,ch14uvag00054614,2628700.236,1170197.959,563.8
ch14uvag00242505,ch:1:sloid:5857::313501,,1,,,20211212,,20220508,ch14uvag00047083,2695693,1125378,352.2
ch14uvag00242521,ch:1:sloid:78921::315701,,1,,,20211212,,20220508,ch14uvag00041862,2697994,1107790,214.4
ch14uvag00233787,ch:1:sloid:7110:0:17,F,17,,,20190722,,20220508,ch14uvag00040774,2600698.416,1199563.59,540.5
ch14uvag00233777,ch:1:sloid:87479:0:2,,2,,,20190101,,20220508,ch14uvag00040719,2602048.433,1199566.619,564.1
